gene_ID,Chr,start,Gene_name,Embryo_16_DAP,Embryo_18_DAP,Embryo_20_DAP,Embryo_22_DAP,Embryo_24_DAP,Endosperm_12_DAP,Endosperm_14_DAP,Endosperm_16_DAP,Endosperm_18_DAP,Endosperm_20_DAP,Endosperm_22_DAP,Endosperm_24_DAP,Whole_seed_10_DAP,Whole_seed_12_DAP,Whole_seed_14_DAP,Whole_seed_16_DAP,Whole_seed_18_DAP,Whole_seed_2_DAP,Whole_seed_20_DAP,Whole_seed_22_DAP,Whole_seed_24_DAP,Whole_seed_4_DAP,Whole_seed_6_DAP,Whole_seed_8_DAP,mean_expr,max_expr,nonzero_prop
Zm00001eb130830,3,59086250,Tetratricopeptide repeat (TPR)-like superfamily protein,8.2776,10.97643333,12.88126667,14.14533333,12.75083333,11.6105,7.26773,3.908493333,5.64685,6.364373333,6.152686667,4.07751,14.4662,12.7748,8.19059,7.52208,7.342755,15.0263,7.095853333,8.54534,6.041136667,12.49946667,16.6624,15.6061,9.826359653,16.6624,1
Zm00001eb130790,3,58671476,,50.10833333,34.95646667,30.07313333,37.7286,19.43983333,2.349775,0.8367,2.721016667,4.8787,0.616913667,0.683333667,0.223925,3.35507,2.534213333,2.196535,3.81606,5.4879425,4.57864,5.48225,5.71124,3.094096667,6.476703333,2.163433333,3.593943333,9.712785757,50.10833333,1
Zm00001eb136990,3,130442928,,8.342216667,4.40133,6.789873333,7.288396667,7.607823333,10.51717,5.0241,6.07155,4.893526667,3.975993333,4.458586667,4.04754,23.3789,11.53918333,6.75537,8.43935,7.0700025,19.5985,5.85264,4.99377,4.87355,15.91903333,25.6563,25.3765,9.702966909,25.6563,1
Zm00001eb128720,3,42803067,DNA gyrase subunit B,19.69896667,23.93833333,21.5789,15.6422,12.44083333,11.66185,11.6953,5.97136,5.57158,3.8061,2.70662,2.32299,8.33782,9.730696667,12.3286,8.88037,6.58427,13.3234,5.323493333,4.004766667,3.74005,10.73818,5.5068,7.28855,9.700917917,23.93833333,1
Zm00001eb128020,3,38452943,ATP-dependent Clp protease proteolytic subunit,22.54136667,22.1015,21.2401,17.40106667,14.71023333,7.250255,8.88377,7.5153,5.273683333,4.473333333,3.55119,4.14866,7.81964,7.100366667,8.33818,5.86039,6.0270025,11.27116333,5.201926667,4.16706,5.03832,10.65108333,12.4608,9.037543333,9.66933059,22.54136667,1
Zm00001eb131230,3,63170149,SMK-1 domain-containing protein,8.138876667,11.46833333,13.42656667,12.0347,12.8576,8.700835,8.67414,4.624416667,6.335113333,5.118756667,5.598253333,6.120733333,11.44585,11.08214333,9.593015,8.653,7.7663825,14.02803333,6.60114,7.480213333,7.944823333,14.72596667,12.89886667,12.7331,9.502119132,14.72596667,1
Zm00001eb133330,3,98230587,Mitogen-activated protein kinase kinase 3,9.252853333,9.57294,9.314166667,8.591626667,8.40963,7.98025,10.8749,10.21322333,9.865243333,8.127386667,8.230713333,7.90445,10.22058,8.495836667,12.4135,10.7082,9.8425025,10.6,8.154353333,7.97418,8.487083333,12.84286667,8.71866,11.0678,9.49428941,12.84286667,1
Zm00001eb136170,3,125621678,Mediator of RNA polymerase II transcription subunit 19a,3.391893333,5.13077,5.46457,5.683173333,5.03493,7.477875,7.3462,9.376686667,13.51126667,15.2166,19.93486667,18.50313333,4.879485,6.13518,6.435285,10.5805,12.1100925,7.782983333,12.1275,14.8319,14.25163333,6.938683333,8.08794,7.4206,9.485572812,19.93486667,1
Zm00001eb134680,3,112350370,Serine protease,5.352286667,6.86442,6.135046667,6.47693,5.544603333,14.38475,14.8254,13.9459,11.41606667,11.6727,12.44476667,11.77193333,6.22183,12.31766667,11.4104,8.65727,11.314625,5.775366667,10.7727,10.8635,10.51882667,4.42342,8.724376667,5.167353333,9.458422431,14.8254,1
Zm00001eb126930,3,32129462,C-type lectin receptor-like tyrosine-protein kinase,14.4025,11.15519667,12.57866667,13.5362,15.98783333,4.88419,3.80076,2.766293333,3.967946667,1.752313333,1.92709,1.8895,15.98655,10.36991,7.75846,5.85294,5.078725,18.4268,4.851036667,5.005306667,5.1584,18.43093333,18.51603333,17.78523333,9.244534097,18.51603333,1
Zm00001eb128360,3,40941510,Forkhead-associated domain-containing protein / FHA domain-containing protein,4.266866667,8.479436667,10.26044667,14.07336667,15.05246667,8.520325,6.47289,3.392636667,5.945373333,7.663786667,7.689876667,4.45373,11.01945,11.593,6.0704,6.1455,7.20387,13.12043333,8.77204,9.638593333,6.920476667,11.6928,16.96233333,13.4181,9.117841597,16.96233333,1
Zm00001eb128910,3,44231624,Glucosidase 2 subunit beta,6.080603333,9.38357,12.8741,14.1833,10.95724,12.4655,10.4415,5.531336667,5.586296667,4.57412,5.69591,3.400143333,12.60095,13.52083333,11.4356,9.73556,6.733835,10.25773333,5.370563333,7.238776667,5.206733333,10.42898,11.9508,11.6376,9.053816041,14.1833,1
Zm00001eb137290,3,132521531,Auxilin-related protein 1,8.185076667,7.20987,9.348683333,8.238576667,7.792006667,8.562045,11.9768,7.676436667,7.506286667,5.58996,6.7253,7.051656667,9.976285,9.643003333,9.991125,11.2145,8.2404625,11.51673333,6.116426667,7.196083333,8.54512,13.89283333,11.47006667,12.53983333,9.008548785,13.89283333,1
Zm00001eb138230,3,137222881,S4 RNA-binding domain-containing protein,5.027423333,27.92536667,6.149642522,2.164242077,15.71966667,15.037025,0.00362019,3.004483333,16.79886667,6.3774812,4.832834972,8.103095527,5.54929323,22.1398644,11.71245213,0.000730165,8.909716574,10.47837667,15.38813333,4.225649333,5.207875987,6.031306667,7.520655838,5.284283333,8.899670243,27.92536667,1
Zm00001eb138610,3,139947420,Adenylate kinase,9.84682,16.17156667,8.59535,7.622993333,7.377486667,13.51935,8.34957,5.75401,7.685443333,4.119916667,2.714,1.58641,12.09615,14.04386667,13.30195,9.64892,8.002585,15.1381,6.476583333,4.839213333,3.290953333,13.59413333,7.789483333,11.75106667,8.888163403,16.17156667,1
Zm00001eb136770,3,129220453,Nuclear export mediator factor Nemf,6.30433,9.382186667,11.46776667,12.8804,12.3469,9.149665,8.53373,5.05713,7.315326667,5.137086667,6.05952,6.834713333,9.40935,9.782053333,8.77143,10.7073,8.0186175,9.526356667,6.514496667,8.491923333,8.92652,11.03933333,9.870753333,9.90217,8.809544132,12.8804,1
Zm00001eb132450,3,83813928,Fimbrin-2,7.257343333,9.41636,11.28663333,10.38411333,8.818866667,9.778925,5.41699,2.4183,4.24913,2.740063333,2.016336667,2.025793333,16.89835,12.60886667,7.761995,6.22052,5.6023975,18.2816,5.010403333,4.825663333,4.029586667,18.7828,17.1091,18.14043333,8.795023784,18.7828,1
Zm00001eb138970,3,142253223,XS domain-containing protein,7.404946667,8.921106667,12.78496667,11.55123333,10.6074,7.618395,9.81812,8.299613333,7.434646667,9.279386667,9.050463333,7.57581,6.936335,7.798873333,9.72884,9.22667,7.742845,9.36746,8.5196,8.09482,8.231683333,9.044273333,7.141103333,8.21109,8.766236736,12.78496667,1
Zm00001eb132080,3,75762675,PPM-type phosphatase domain-containing protein,6.37665,6.932296667,6.630336667,7.91497,8.704416667,11.72525,11.7684,10.9247,8.161683333,7.843043333,8.38255,6.700773333,9.50466,10.17294,11.41355,10.2251,8.2633825,8.42338,7.5983,7.954226667,7.00887,7.415136667,9.877843333,8.501476667,8.68433066,11.7684,1
Zm00001eb137010,3,130557677,Urease accessory protein UreF-like,8.958973333,9.262473333,7.44221,7.871106667,8.775,11.9779,10.0984,6.533963333,7.71526,6.754203333,7.849343333,5.866953333,9.40187,11.86746667,11.3997,6.20709,7.5146775,9.81762,7.608476667,7.78814,7.028633333,9.163076667,11.42763333,9.436326667,8.656937396,11.9779,1
Zm00001eb130040,3,52944158,IGR domain-containing protein,15.94926667,13.84663333,9.061536667,8.58377,9.928693333,13.74715,9.63618,13.52686667,7.169936667,6.32152,6.696553333,5.229203333,7.491325,8.10344,6.717685,8.54643,7.8489425,6.70263,6.68574,6.922753333,6.502446667,5.01212,5.60449,5.06762,8.370955521,15.94926667,1
Zm00001eb125360,3,22854088,Alpha-xylosidase family protein,10.87074333,6.235593333,7.346783333,7.8297,7.11409,1.58106,1.01505,0.871631,2.92833,0.148127,0.192354733,0.191379,13.09865,3.838586667,2.17271,2.32236,2.4313425,36.0068,1.998373333,2.595056667,2.6745,33.461,29.24756667,22.32593333,8.270738371,36.0068,1
Zm00001eb127080,3,32643715,,0.704419667,0.168501667,0.098038333,0.029350167,0.027995733,0.4177275,0.163991,0.938672667,0.875119667,0.0300093,0.052987333,0,37.3883,23.93196667,10.27593,14.725,12.66323,7.58936,8.980723333,8.42172,6.53132,12.6593,21.5997,29.0281,8.220894293,37.3883,0.958333333
Zm00001eb124280,3,17213253,Cell division control protein 48 homolog E,7.924546667,11.60363333,13.2167,11.81542333,10.04600333,12.98755,8.92778,3.58065,4.074183333,2.102573333,2.474286667,1.768816667,13.60665,11.07799,12.8595,7.70163,5.60475,7.5939,4.215146667,4.083226667,3.377503333,11.50523333,13.3934,11.23356667,8.198943472,13.60665,1
Zm00001eb132320,3,81735998,DnaJ protein ERDJ7,6.998976667,11.14313667,11.6971,12.13923333,12.6858,7.08264,5.85187,4.22635,5.57081,4.148956667,3.39615,3.05455,11.0932,9.270043333,7.35673,6.45037,5.8400425,12.08773333,5.051116667,5.688583333,4.836636667,14.3247,12.3224,13.83413333,8.172969271,14.3247,1
Zm00001eb126690,3,30348863,1-deoxy-D-xylulose-5-phosphate reductoisomerase,3.964636667,5.08873,10.18502,12.66086667,15.93126667,4.14901,8.26829,7.93489,9.840073333,9.097403333,7.749263333,8.758866667,5.755175,3.93323,6.4116,9.59919,8.0605675,9.628663333,8.135976667,7.098336667,8.595386667,10.30378667,6.39642,7.291096667,8.11823941,15.93126667,1
Zm00001eb126140,3,27678358,Homeobox-leucine zipper protein ROC5,32.4706,13.71736667,13.85783333,11.85393333,13.5808,3.629125,0.53581,0.545268,1.118016667,0.245321,0.193181667,0.251306567,8.984575,4.998103333,2.83723,3.80639,2.0997175,22.84653333,2.362976667,2.6192,3.298546667,23.86163333,13.21686667,11.01455667,8.081037142,32.4706,1
Zm00001eb131190,3,61802375,Carboxypeptidase,22.74776667,32.74416667,32.33096667,27.82973333,18.86376667,0.7356415,0.186279,0.07974,0.465686333,0.163671,0.184822667,0.2073988,6.315065,2.83235,1.161713,0.795861,1.4894775,9.17525,2.263816667,2.695246667,1.87233,7.42197,11.05513333,8.19715,7.99229177,32.74416667,1
Zm00001eb134390,3,109659386,translation initiation factor IF3-1,6.74815,7.391736667,7.10294,6.181333333,5.123396667,15.26115,12.1516,7.01384,7.817576667,6.888703333,5.559166667,5.98981,8.54185,12.48813333,11.9222,8.84648,7.3559225,7.50935,6.621833333,6.644093333,5.634303333,7.346963333,7.273296667,8.1001,7.979747048,15.26115,1
Zm00001eb138790,3,140864589,,6.737456667,12.09353333,9.70992,9.052963333,9.958376667,15.1737,14.8961,5.23408,8.917416667,5.717823333,4.761086667,4.541216667,5.99713,10.2998,11.41845,8.64419,7.2891025,7.125516667,6.848133333,5.63255,5.890473333,5.549443333,3.903666667,5.006986667,7.933296493,15.1737,1
Zm00001eb131050,3,60360839,BCNT-C domain-containing protein,11.39429333,12.6636,10.22164,9.584413333,8.853023333,10.9227,8.73241,4.00481,6.17431,4.16953,3.96637,3.09107,7.95574,8.551186667,8.50384,6.57704,6.6807025,11.26623333,5.880903333,5.150163333,4.88606,11.9815,8.98063,9.59724,7.907892048,12.6636,1
Zm00001eb124060,3,16582524,Protein kinase domain-containing protein,33.82473333,24.38283333,11.99673333,9.229373333,6.315066667,12.29055,9.07908,4.913086667,3.206556667,1.936903333,1.877876667,1.72106,6.688885,8.652386667,8.43933,4.02533,3.9289975,10.90822333,2.579,2.829353333,2.38765,6.463236667,6.328913333,5.2185,7.884319131,33.82473333,1
Zm00001eb137560,3,134105787,G-box binding factor,4.98999,6.790776667,6.454046667,4.9863,5.128303333,14.44145,10.7349,5.707783333,6.420203333,5.51549,5.05565,4.20211,12.21655,10.34418,10.409775,9.06967,7.20065,11.57973333,4.727443333,5.172476667,4.45997,11.79756667,9.07487,12.43886667,7.871614792,14.44145,1
Zm00001eb131080,3,60572633,hydroxyproline O-galactosyltransferase GALT3,14.396,14.71136667,14.3788,13.97143333,11.93593333,6.61338,4.77661,5.274946667,4.135153333,2.925186667,2.325386667,2.005766667,7.839465,6.618433333,5.18276,6.56888,5.16451,13.66923333,3.683013333,4.09277,3.454293333,13.71033333,10.59527333,10.11323,7.839256597,14.71136667,1
Zm00001eb128220,3,39848989,probable envelope ADP,5.320326667,7.31568,5.94207,6.078126667,5.37291,7.900325,12.4264,9.01716,8.690023333,6.491133333,5.633173333,6.542213333,7.82041,8.47785,11.45575,10.652,8.2486425,7.937833333,7.397343333,6.20165,6.837243333,8.477113333,9.405133333,7.690533333,7.805460174,12.4264,1
Zm00001eb133530,3,100508916,Ribosome biogenesis protein,4.18432,5.688303333,5.955933333,6.18849,6.53112,13.0361,10.6162,7.480683333,9.64766,7.89716,7.856146667,5.702436667,8.232555,10.23212333,11.09765,7.04512,7.263955,7.651776667,8.882973333,7.022026667,5.775733333,7.0621,7.090266667,8.226413333,7.765301944,13.0361,1
Zm00001eb133220,3,97408131,,1.608389,6.83626,7.41627,8.060253333,7.39838,8.304255,6.37333,3.581773333,4.82889,5.085806667,3.38105,3.011896667,15.89405,15.73200667,3.25977,1.96087,4.751345,13.64303333,5.29876,6.471863333,6.21993,11.17843,18.75176667,16.57407667,7.734268986,18.75176667,1
Zm00001eb135590,3,119558445,H( )-exporting diphosphatase,5.502163333,6.300906667,7.300656667,6.912193333,7.03829,7.03417,4.39531,3.624386667,3.509433333,2.765756667,2.64257,2.10944,15.8604,11.31556667,8.099915,8.03,6.77973,14.18956667,4.879233333,4.82452,4.50539,16.145,15.03353333,16.68873333,7.728619375,16.68873333,1
Zm00001eb128190,3,39497714,Putative splicing factor 3A subunit 1,12.26436667,8.8278,10.65477333,9.86878,8.499666667,10.026355,7.79022,5.937453333,4.587303333,3.30827,3.870443333,3.08741,9.8792,9.78818,7.84507,8.01139,5.727315,9.92367,4.3672,5.707623333,4.690106667,9.46623,10.4482,9.939706667,7.688197222,12.26436667,1
Zm00001eb125880,3,25964444,Protein O-linked-mannose beta-1,6.953933333,3.465413333,2.547646667,3.48112,5.135496667,10.064915,3.4935,9.879306667,3.699286667,4.428766667,5.854873333,4.956873333,19.1336,12.20986667,9.03702,6.05167,8.066025,10.23733,5.411436667,8.04078,4.96289,9.063493333,15.92146667,12.27313333,7.682076806,19.1336,1
Zm00001eb127130,3,33064661,Serine/threonine-protein kinase fray2 isoform X3,3.567953333,4.62855,5.90669,6.857783333,6.945473333,7.10962,7.50456,6.13145,5.98069,7.335306667,9.287516667,7.51385,8.471925,9.030056667,6.93367,8.98207,7.309855,8.441663333,7.35506,10.17204333,8.720706667,8.830266667,10.11953,10.03505,7.632139167,10.17204333,1
Zm00001eb133880,3,104403407,Non-specific serine/threonine protein kinase,4.838086667,7.11061,8.726736667,9.332976667,8.071196667,7.087405,7.8149,4.01481,5.810293333,6.236916667,7.649906667,6.166273333,9.002775,9.426906667,6.64825,8.38759,6.5287275,7.843473333,6.312603333,8.204963333,7.093176667,9.671573333,11.64123333,9.35504,7.624017674,11.64123333,1
Zm00001eb127780,3,36500885,PUA domain-containing protein,14.31176667,12.4483,9.800946667,8.58997,6.456736667,17.6318,15.7535,9.507706667,6.745993333,4.336166667,3.343933333,2.311446667,7.29601,9.18626,10.777275,7.20224,6.33735,6.713713333,3.85674,4.018196667,3.185736667,4.93148,3.525703333,4.353643333,7.609275625,17.6318,1
Zm00001eb133570,3,100731065,Protein Iojap-related,26.09843333,13.23223333,8.084626667,7.695713333,10.15387,12.37075,5.77585,16.59109,5.628793333,4.08073,4.757526667,4.184583333,5.16254,6.869013333,6.15909,6.73394,5.934185,6.551726667,4.145356667,4.026076667,4.98446,4.68259,3.713063333,3.923916667,7.564173264,26.09843333,1
Zm00001eb132150,3,77652770,DUF632 domain-containing protein,4.540733333,5.264156667,6.216293333,7.157166667,6.41441,10.444485,8.65049,6.973296667,7.287333333,7.54864,8.16528,7.47266,7.66709,8.973353333,6.942305,9.54591,7.1021025,6.726273333,6.815826667,8.052773333,7.90871,7.517583333,7.507616667,7.174293333,7.419532604,10.444485,1
Zm00001eb136840,3,129613569,Boron transporter,4.096873333,6.20004,8.569313333,7.319183333,8.137176667,1.777455,1.73604,1.533693333,2.12776,2.74724,2.190523333,2.459266667,13.71755,5.247943333,4.066105,3.7513,2.879075,27.4947,2.702806667,2.904506667,2.982866667,25.84273333,17.3394,18.5629,7.349435486,27.4947,1
Zm00001eb133930,3,105501727,Sucrose transporter,6.059636667,4.908743333,6.458393333,8.583493333,8.714443333,6.501385,4.15256,2.08497,3.759453333,1.9794,1.820913333,1.4325,16.37055,14.6206,6.63041,4.02987,6.43637,9.845543333,4.605986667,4.48227,4.382516667,8.962056667,23.03213333,16.30993333,7.340172152,23.03213333,1
Zm00001eb126500,3,29592454,Decapping,1.771822,8.36231,10.0078,7.49456,7.198866667,9.49571,10.923,2.528663333,6.796493333,3.964496667,5.111846667,4.15814,8.343605,9.194496667,8.146415,9.64131,7.0067725,10.35232,6.04565,5.848676667,6.643373333,9.81043,7.298616667,9.028563333,7.298914076,10.923,1
Zm00001eb127840,3,37032120,Zinc finger CCCH domain-containing protein 58,5.502816667,5.918763333,5.805503333,6.64177,6.282226667,2.776015,2.1147,2.743176667,2.889726667,2.572393333,3.27781,3.800796667,16.50945,9.024023333,7.443445,6.363,5.113575,14.956,3.998643333,4.476353333,4.54634,16.29406667,17.44956667,16.71716667,7.217388681,17.44956667,1
Zm00001eb133070,3,95582181,Putative ribosomal protein L31,13.7292,11.00968333,5.484606667,7.227253333,7.509773333,16.40105,10.9032,11.28891667,7.269186667,4.369526667,5.512306667,4.406246667,4.399665,8.902,10.36905,9.5359,6.779115,4.445246667,4.72763,5.112666667,4.994103333,3.953546667,2.462263333,2.379636667,7.215490556,16.40105,1
Zm00001eb124450,3,17949777,Transcription factor IIS,6.90026,8.620656667,7.692506667,7.07481,6.813183333,7.08529,7.99993,6.356013333,5.409126667,3.93456,4.46495,5.008776667,7.837635,8.766636667,9.436815,9.33992,5.615875,9.527633333,5.25077,5.559143333,5.894303333,10.28173333,9.02383,8.863863333,7.198259236,10.28173333,1
Zm00001eb137820,3,135379742,Glutathione synthetase,5.794783333,7.069126667,8.82426,10.16692667,10.75813333,2.586605,2.91449,2.091543333,3.39398,1.678276667,1.248832333,1.584423333,14.8751,7.599066667,6.14511,4.43036,4.577175,14.83633333,3.857793333,3.84069,4.212636667,16.6629,15.48193333,18.12213333,7.198025513,18.12213333,1
Zm00001eb137680,3,134664632,Golgin candidate 6,8.053246667,9.63423,12.83023333,13.8604,11.52883333,3.98575,4.24834,3.47745,4.616476667,4.407286667,5.01142,4.45393,7.70004,5.882593333,4.442095,5.35482,4.6287825,10.32254,4.195986667,5.505673333,5.431303333,10.81713333,9.96051,10.01513333,7.098508645,13.8604,1
Zm00001eb126070,3,26859139,DExH-box ATP-dependent RNA helicase DExH3,10.02899,9.25812,10.50456,8.602663333,7.243213333,9.49376,9.38198,5.08323,5.474946667,2.843603333,2.31576,2.935946667,7.221005,9.204053333,9.74655,8.88995,5.851385,7.78862,3.985826667,4.886426667,4.71015,8.301083333,6.836883333,6.584486667,6.965549722,10.50456,1
Zm00001eb127640,3,35829743,,5.75177,6.734136667,7.282903333,6.6878,6.195666667,7.146555,7.99125,7.087806667,7.072886667,7.56708,6.746163333,6.25364,5.796895,6.541093333,9.801715,6.25041,6.8505825,8.802213333,5.396093333,5.988156667,5.616706667,6.87616,7.37876,6.303976667,6.838350868,9.801715,1
Zm00001eb133320,3,98230565,,8.936246667,8.26991,7.69086,6.10272,7.18226,5.52408,6.33472,5.489576667,7.15082,5.149173333,5.28041,4.45711,8.743535,5.979433333,8.72979,9.27943,8.382615,7.155736667,5.111173333,6.00567,6.554493333,8.913286667,5.798016667,5.877236667,6.837429306,9.27943,1
Zm00001eb128000,3,38263741,NAC domain containing protein 50,0.839860667,3.04846,1.262124333,1.132153,0.886521,8.139305,12.6662,4.860053333,7.272436667,7.356216667,7.648003333,8.75931,8.736045,8.950453333,11.2459,9.80433,7.7333275,7.416686667,6.487963333,6.36305,7.248236667,11.05973333,7.553426667,7.1083,6.815754021,12.6662,1
Zm00001eb137760,3,135033869,Pre-mRNA-processing factor 6,10.13300333,8.031706667,8.943166667,8.32025,7.249833333,9.17579,10.4442,7.15015,5.297256667,4.5896,4.490356667,4.435643333,6.28564,7.686826667,9.13128,7.88097,5.592295,6.163363333,4.86974,5.164053333,5.227613333,5.405266667,5.355736667,6.07663,6.795848819,10.4442,1
Zm00001eb131990,3,73603207,piezo-type mechanosensitive ion channel homolog isoform X1,2.17266,4.008356667,4.478863333,4.950413333,4.022943333,6.82836,6.7344,4.083416667,6.51324,5.582136667,6.713276667,6.543993333,9.8522,8.345496667,6.96607,7.98404,7.27677,9.137836667,5.89951,7.18028,6.860173333,10.10068667,9.164126667,11.043,6.768427084,11.043,1
Zm00001eb138360,3,138395009,AP complex subunit sigma,4.773076667,8.928726667,8.708603333,8.89517,6.204066667,9.01866,3.11263,4.00946,4.49279,3.467736667,3.112486667,2.056923333,9.330215,9.213683333,6.167325,3.31627,4.68537,11.39533,5.557303333,5.283873333,4.256223333,8.47302,14.194,11.84726667,6.68750875,14.194,1
Zm00001eb134430,3,110262927,,5.845763333,7.886363333,10.23200333,10.79020667,8.687216667,6.80261,5.69489,4.736546667,4.491583333,3.906983333,3.983516667,3.431526667,9.052425,8.628256667,5.92064,3.81389,5.29121,7.90572,4.841606667,5.255456667,4.276366667,6.457553333,13.7721,8.474753333,6.674132847,13.7721,1
Zm00001eb136050,3,124566099,,6.0555,9.201796667,9.088333333,9.71609,11.19413333,4.60294,4.29118,4.388713333,4.735733333,4.87373,3.975583333,4.588336667,8.327815,6.265513333,4.91712,4.80547,5.7826475,7.387073333,5.666276667,5.77964,5.845346667,7.05604,9.03177,10.18921,6.573583021,11.19413333,1
Zm00001eb128680,3,42181874,Holliday junction resolvase MOC1,11.3474,10.06965667,7.578983333,5.953973333,5.095786667,8.711775,8.94521,7.251706667,6.397003333,4.277573333,2.553476667,3.00168,5.81305,6.575593333,10.0252,7.36625,6.0717475,9.9811,4.447266667,3.093493333,3.688986667,9.078353333,4.474493333,5.69398,6.562239132,11.3474,1
Zm00001eb130000,3,52748372,,0.358162333,0.161031333,0.423454,0.461948667,0.905143667,1.700365,0.201152,7.638696667,1.717633333,9.24716,14.72899,19.6876,27.542,4.521096667,1.0912825,1.17996,2.1339025,0.102359167,3.870683333,6.680643333,8.753316667,1.046683,18.36286667,23.74576667,6.510912396,27.542,1
Zm00001eb134100,3,106975310,LRR receptor-like serine/threonine-protein kinase FEI 1,23.9786,20.19543333,22.44376667,19.4892,16.35166667,3.220375,2.54725,2.928046667,2.067163333,1.907906667,1.35886,1.731993333,1.19639,2.405233333,2.280945,2.8245,2.525745,7.508773333,2.642693333,2.598253333,3.387916667,5.118946667,2.531016667,1.659136667,6.45415882,23.9786,1
Zm00001eb130620,3,57627305,UDP-glucuronate decarboxylase,11.48115333,6.208273333,6.870976667,6.972816667,9.284193333,1.973035,2.82234,3.906846667,2.83883,2.55606,2.352223333,3.102953333,13.48015,7.88017,5.69706,5.62424,5.0156975,9.968883333,4.534733333,4.58857,6.13356,10.17101667,9.224266667,12.11813333,6.450257604,13.48015,1
Zm00001eb126370,3,28967262,paired amphipathic helix protein Sin3-like 4,2.13172,3.02784,3.391076667,3.904773333,3.926036667,3.560955,2.22995,3.20084,3.602786667,3.212063333,2.772533333,3.482403333,14.1126,10.48290667,7.890405,8.17816,5.3758775,13.28843333,5.71804,4.66485,5.78301,11.88036667,14.42573333,13.4307,6.403085868,14.42573333,1
Zm00001eb124780,3,19794268,Di-glucose binding protein with Leucine-rich repeat domain,16.22343333,11.85123333,10.77373333,8.717383333,9.56614,2.99186,1.01734,1.015938333,1.332853333,0.731912333,0.622478667,0.475901,10.534185,5.552473333,3.189185,1.88371,2.62096,15.9441,2.115453333,1.983563333,2.144546667,16.00266667,13.34066667,12.59476667,6.384436819,16.22343333,1
Zm00001eb128960,3,45004185,Fe(3 ) dicitrate transport system permease,10.61737667,8.349393333,6.89437,6.548543333,5.45185,5.045075,4.28164,3.587896667,3.342306667,2.551586667,2.155266667,2.31525,13.0073,8.51136,6.30297,4.0519,4.79943,10.06736667,3.849416667,3.263026667,3.297456667,9.89857,12.21206667,11.811,6.342184098,13.0073,1
Zm00001eb138730,3,140516615,BZIP domain-containing protein,8.358683333,11.04173333,10.94703333,10.62047,10.98771,4.701505,1.25761,1.62818,2.645276667,2.34212,2.470566667,2.507616667,8.227605,6.376446667,4.4538,3.88137,3.3906525,12.2074,3.895243333,4.3492,4.004323333,10.31922333,11.79503333,9.32445,6.322218854,12.2074,1
Zm00001eb125210,3,21909084,Plastidic glucose transporter 4,2.19071,3.267166667,4.235796667,5.49109,5.747133333,5.828635,9.50254,6.878776667,8.71781,6.149743333,5.309633333,4.508443333,5.940745,8.68651,9.438915,10.1564,7.85099,4.070683333,6.103733333,5.957713333,4.89446,5.042643333,6.618386667,6.79101,6.224152847,10.1564,1
Zm00001eb137000,3,130552723,DNA replication licensing factor MCM7,11.48916667,10.71122667,9.061396667,8.025283333,8.637276667,8.61019,9.55454,3.86442,4.58171,1.825003333,2.08973,2.221053333,5.649485,6.798023333,7.0222,7.59412,2.9745725,10.36810333,2.67896,2.645076667,3.920413333,7.666706667,4.391833333,6.34213,6.196775868,11.48916667,1
Zm00001eb134940,3,113799944,,0,0.126742667,0,0,0,1.1025675,0,0,0,0,0,0,34.8599,4.158516667,0,0,0,0.331907667,0,0,0,0.236041,15.65030667,92.1591,6.192711757,92.1591,0.333333333
Zm00001eb127770,3,36494705,Protein induced upon tuberization,15.6642,3.87157,0.986652,1.441583333,2.633166667,5.98282,2.23476,9.543266667,3.439236667,1.257136333,2.11264,2.08597,10.937825,6.56423,7.31293,13.7358,8.249855,10.66541,4.104493333,6.195753333,5.377613333,12.93723667,5.594506667,5.381786667,6.179601736,15.6642,1
Zm00001eb130600,3,57614117,Protein DETOXIFICATION,5.608563333,7.06061,7.718656667,7.093176667,8.310086667,2.900585,5.11747,6.071653333,7.481206667,6.494106667,5.594143333,5.44205,5.11112,4.179723333,5.222085,5.27979,7.092515,8.532256667,6.673283333,6.056106667,5.982303333,8.246856667,4.6711,5.989013333,6.163685903,8.532256667,1
Zm00001eb124210,3,17141158,Dirigent protein (Fragment),0.693012333,0.146887633,0.261233667,0.326189,0.426061,2.516555,0.998388,2.40216,1.741006667,0.399301,0.467155,0.587847667,24.85005,12.31103333,6.896765,5.53376,6.954285,17.77336667,5.625493333,5.576176667,6.05806,15.37007667,13.16113333,15.64693333,6.113455429,24.85005,1
Zm00001eb123510,3,14444415,MYB transcription factor,10.42992667,14.3364,15.28296667,18.35483333,16.10276667,2.87692,1.11383,1.217588333,1.58366,1.481703333,1.58556,1.009029333,6.587665,4.39842,3.01044,2.77163,2.56154,7.798033333,3.036626667,3.250636667,2.91931,8.304816667,8.70619,7.73681,6.102387611,18.35483333,1
Zm00001eb125730,3,24925221,GATA zinc finger domain-containing protein 14,25.60286667,17.86296667,14.23106667,14.081,14.84916667,0.7024395,0.0853721,0.117757333,0.499836333,0.089527333,0.0668734,0.0547131,3.424615,2.179623333,1.22186,1.82516,1.42334275,15.1533,1.568176,1.640416667,1.760523333,14.91016667,6.997003333,5.91133,6.094129286,25.60286667,1
