Population,Comparison,theta_summary_mode,chr,chr_num,nc_id,window_id,window_start_bp,window_end_bp,window_mid_bp,mean_fst,Tajima_Gen0,Tajima_Gen14,deltaD,pi_Gen0,pi_Gen14,pi_ratio,log_pi_ratio,fst_outlier,deltaD_outlier,pi_outlier,all_three_signals,gene_count,GeneIDs,GeneNames,GeneBiotypes,snp_count,n_theta_sites_Gen0,n_theta_sites_Gen14,support_windows_Gen0,support_windows_Gen14,mean_window_nSites_Gen0,mean_window_nSites_Gen14,nChr_Gen0,nChr_Gen14
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,212,210750001,211750000,211250000,0.11782701727953387,2.711822848264662,2.486539160011289,-0.22528368825337264,0.31160663738974365,0.2906256605554896,0.9326683891909145,-0.10056387373504236,No,No,No,No,36,Zm00001eb252650;Zm00001eb252660;Zm00001eb252670;Zm00001eb252680;Zm00001eb252690;Zm00001eb252700;Zm00001eb252710;Zm00001eb252720;Zm00001eb252730;Zm00001eb252740;Zm00001eb252750;Zm00001eb252760;Zm00001eb252770;Zm00001eb252780;Zm00001eb252790;Zm00001eb252800;Zm00001eb252820;Zm00001eb252830;Zm00001eb252840;Zm00001eb252850;Zm00001eb252860;Zm00001eb252870;Zm00001eb252880;Zm00001eb252890;Zm00001eb252900;Zm00001eb252910;Zm00001eb252920;Zm00001eb252930;Zm00001eb252940;Zm00001eb252950;Zm00001eb252960;Zm00001eb252970;Zm00001eb252980;Zm00001eb252990;Zm00001eb253000;Zm00001eb253020,Zm00001eb252650;Zm00001eb252660;Zm00001eb252670;Zm00001eb252680;Zm00001eb252690;Zm00001eb252700;Zm00001eb252710;Zm00001eb252720;Zm00001eb252730;Zm00001eb252740;Zm00001eb252750;Zm00001eb252760;Zm00001eb252770;Zm00001eb252780;Zm00001eb252790;Zm00001eb252800;Zm00001eb252820;Zm00001eb252830;Zm00001eb252840;Zm00001eb252850;Zm00001eb252860;Zm00001eb252870;Zm00001eb252880;Zm00001eb252890;Zm00001eb252900;Zm00001eb252910;Zm00001eb252920;Zm00001eb252930;Zm00001eb252940;Zm00001eb252950;Zm00001eb252960;Zm00001eb252970;Zm00001eb252980;Zm00001eb252990;Zm00001eb253000;Zm00001eb253020,protein_coding,7288,14247,14109,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,213,211750001,212250000,212000000,0.10244741164876472,3.1690694129554497,2.444785324085597,-0.7242840888698527,0.3324838615802187,0.2875561196087319,0.8648724128805662,-0.20944077471706857,No,No,No,No,18,Zm00001eb253020;Zm00001eb253030;Zm00001eb253040;Zm00001eb253050;Zm00001eb253060;Zm00001eb253070;Zm00001eb253080;Zm00001eb253090;Zm00001eb253100;Zm00001eb253110;Zm00001eb253120;Zm00001eb253130;Zm00001eb253140;Zm00001eb253150;Zm00001eb253160;Zm00001eb253170;Zm00001eb253180;Zm00001eb253190,Zm00001eb253020;Zm00001eb253030;Zm00001eb253040;Zm00001eb253050;Zm00001eb253060;Zm00001eb253070;Zm00001eb253080;Zm00001eb253090;Zm00001eb253100;Zm00001eb253110;Zm00001eb253120;Zm00001eb253130;Zm00001eb253140;Zm00001eb253150;Zm00001eb253160;Zm00001eb253170;Zm00001eb253180;Zm00001eb253190,protein_coding,5064,9969,8254,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,214,212250001,212750000,212500000,0.07186709783009697,3.3241129458627108,3.3357609861159534,0.01164804025324262,0.34101162316973016,0.337564548943332,0.9898916224779749,-0.014657513404710564,No,No,No,No,30,Zm00001eb253190;Zm00001eb253200;Zm00001eb253210;Zm00001eb253220;Zm00001eb253230;Zm00001eb253240;Zm00001eb253250;Zm00001eb253260;Zm00001eb253270;Zm00001eb253280;Zm00001eb253290;Zm00001eb253300;Zm00001eb253310;Zm00001eb253320;Zm00001eb253330;Zm00001eb253350;Zm00001eb253360;Zm00001eb253370;Zm00001eb253380;Zm00001eb253390;Zm00001eb253400;Zm00001eb253410;Zm00001eb253420;Zm00001eb253430;Zm00001eb253440;Zm00001eb253450;Zm00001eb253460;Zm00001eb253470;Zm00001eb253480;Zm00001eb253490,Zm00001eb253190;Zm00001eb253200;Zm00001eb253210;Zm00001eb253220;Zm00001eb253230;Zm00001eb253240;Zm00001eb253250;Zm00001eb253260;Zm00001eb253270;Zm00001eb253280;Zm00001eb253290;Zm00001eb253300;Zm00001eb253310;Zm00001eb253320;Zm00001eb253330;Zm00001eb253350;Zm00001eb253360;Zm00001eb253370;Zm00001eb253380;Zm00001eb253390;Zm00001eb253400;Zm00001eb253410;Zm00001eb253420;Zm00001eb253430;Zm00001eb253440;Zm00001eb253450;Zm00001eb253460;Zm00001eb253470;Zm00001eb253480;Zm00001eb253490,protein_coding,5013,7917,8011,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,215,212750001,213250000,213000000,0.05975721425484779,2.9023616017095133,2.559995519599788,-0.3423660821097254,0.32218935520035646,0.30344068304200406,0.9418085301213835,-0.08649430545433062,No,No,No,No,16,Zm00001eb253500;Zm00001eb253510;Zm00001eb253530;Zm00001eb253540;Zm00001eb253560;Zm00001eb253570;Zm00001eb253580;Zm00001eb253590;Zm00001eb253620;Zm00001eb253630;Zm00001eb253640;Zm00001eb253650;Zm00001eb253670;Zm00001eb253680;Zm00001eb253690;Zm00001eb253700,Zm00001eb253500;Zm00001eb253510;Zm00001eb253530;Zm00001eb253540;Zm00001eb253560;Zm00001eb253570;Zm00001eb253580;Zm00001eb253590;Zm00001eb253620;Zm00001eb253630;Zm00001eb253640;Zm00001eb253650;Zm00001eb253670;Zm00001eb253680;Zm00001eb253690;Zm00001eb253700,protein_coding,5390,8784,9164,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,216,213250001,214750000,214000000,0.08617061272695864,2.986216925520294,2.557935973852195,-0.428280951668099,0.32233958320577344,0.2927468325754683,0.9081938670516494,-0.138927800477071,No,No,No,No,56,Zm00001eb253710;Zm00001eb253720;Zm00001eb253730;Zm00001eb253740;Zm00001eb253750;Zm00001eb253760;Zm00001eb253770;Zm00001eb253780;Zm00001eb253790;Zm00001eb253800;Zm00001eb253810;Zm00001eb253820;Zm00001eb253830;Zm00001eb253840;Zm00001eb253850;Zm00001eb253860;Zm00001eb253880;Zm00001eb253890;Zm00001eb253900;Zm00001eb253910;Zm00001eb253920;Zm00001eb253950;Zm00001eb253960;Zm00001eb253970;Zm00001eb253980;Zm00001eb253990;Zm00001eb254000;Zm00001eb254020;Zm00001eb254030;Zm00001eb254040;Zm00001eb254050;Zm00001eb254060;Zm00001eb254070;Zm00001eb254080;Zm00001eb254090;Zm00001eb254100;Zm00001eb254110;Zm00001eb254120;Zm00001eb254130;Zm00001eb254140;Zm00001eb254150;Zm00001eb254160;Zm00001eb254180;Zm00001eb254190;Zm00001eb254200;Zm00001eb254220;Zm00001eb254230;Zm00001eb254240;Zm00001eb254250;Zm00001eb254260;Zm00001eb254270;Zm00001eb254280;Zm00001eb254290;Zm00001eb254300;Zm00001eb254310;Zm00001eb254320,Zm00001eb253710;Zm00001eb253720;Zm00001eb253730;Zm00001eb253740;Zm00001eb253750;Zm00001eb253760;Zm00001eb253770;Zm00001eb253780;Zm00001eb253790;Zm00001eb253800;Zm00001eb253810;Zm00001eb253820;Zm00001eb253830;Zm00001eb253840;Zm00001eb253850;Zm00001eb253860;Zm00001eb253880;Zm00001eb253890;Zm00001eb253900;Zm00001eb253910;Zm00001eb253920;Zm00001eb253950;Zm00001eb253960;Zm00001eb253970;Zm00001eb253980;Zm00001eb253990;Zm00001eb254000;Zm00001eb254020;Zm00001eb254030;Zm00001eb254040;Zm00001eb254050;Zm00001eb254060;Zm00001eb254070;Zm00001eb254080;Zm00001eb254090;Zm00001eb254100;Zm00001eb254110;Zm00001eb254120;Zm00001eb254130;Zm00001eb254140;Zm00001eb254150;Zm00001eb254160;Zm00001eb254180;Zm00001eb254190;Zm00001eb254200;Zm00001eb254220;Zm00001eb254230;Zm00001eb254240;Zm00001eb254250;Zm00001eb254260;Zm00001eb254270;Zm00001eb254280;Zm00001eb254290;Zm00001eb254300;Zm00001eb254310;Zm00001eb254320,protein_coding,12880,23325,22601,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,217,214750001,215750000,215250000,0.07009235369462882,2.900511511203276,2.203254444458718,-0.6972570667445579,0.31696948626418764,0.2726580324067035,0.8602027773091336,-0.2172513056140468,No,No,No,No,50,Zm00001eb254330;Zm00001eb254350;Zm00001eb254360;Zm00001eb254370;Zm00001eb254380;Zm00001eb254390;Zm00001eb254410;Zm00001eb254420;Zm00001eb254430;Zm00001eb254440;Zm00001eb254450;Zm00001eb254460;Zm00001eb254480;Zm00001eb254490;Zm00001eb254500;Zm00001eb254510;Zm00001eb254520;Zm00001eb254530;Zm00001eb254540;Zm00001eb254550;Zm00001eb254560;Zm00001eb254570;Zm00001eb254580;Zm00001eb254590;Zm00001eb254600;Zm00001eb254610;Zm00001eb254630;Zm00001eb254640;Zm00001eb254650;Zm00001eb254660;Zm00001eb254670;Zm00001eb254680;Zm00001eb254690;Zm00001eb254700;Zm00001eb254710;Zm00001eb254720;Zm00001eb254730;Zm00001eb254740;Zm00001eb254750;Zm00001eb254760;Zm00001eb254770;Zm00001eb254780;Zm00001eb254790;Zm00001eb254800;Zm00001eb254810;Zm00001eb254820;Zm00001eb254830;Zm00001eb254840;Zm00001eb254850;Zm00001eb254860,Zm00001eb254330;Zm00001eb254350;Zm00001eb254360;Zm00001eb254370;Zm00001eb254380;Zm00001eb254390;Zm00001eb254410;Zm00001eb254420;Zm00001eb254430;Zm00001eb254440;Zm00001eb254450;Zm00001eb254460;Zm00001eb254480;Zm00001eb254490;Zm00001eb254500;Zm00001eb254510;Zm00001eb254520;Zm00001eb254530;Zm00001eb254540;Zm00001eb254550;Zm00001eb254560;Zm00001eb254570;Zm00001eb254580;Zm00001eb254590;Zm00001eb254600;Zm00001eb254610;Zm00001eb254630;Zm00001eb254640;Zm00001eb254650;Zm00001eb254660;Zm00001eb254670;Zm00001eb254680;Zm00001eb254690;Zm00001eb254700;Zm00001eb254710;Zm00001eb254720;Zm00001eb254730;Zm00001eb254740;Zm00001eb254750;Zm00001eb254760;Zm00001eb254770;Zm00001eb254780;Zm00001eb254790;Zm00001eb254800;Zm00001eb254810;Zm00001eb254820;Zm00001eb254830;Zm00001eb254840;Zm00001eb254850;Zm00001eb254860,protein_coding,6610,12157,11299,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,218,215750001,216750000,216250000,0.09829006696879514,3.362685492013274,3.132521553818939,-0.23016393819433523,0.34113812012510636,0.32225071759338003,0.9446341484065173,-0.08217240521060248,No,No,No,No,41,Zm00001eb254880;Zm00001eb254890;Zm00001eb254900;Zm00001eb254910;Zm00001eb254920;Zm00001eb254930;Zm00001eb254940;Zm00001eb254950;Zm00001eb254960;Zm00001eb254990;Zm00001eb255000;Zm00001eb255020;Zm00001eb255040;Zm00001eb255050;Zm00001eb255060;Zm00001eb255070;Zm00001eb255080;Zm00001eb255090;Zm00001eb255100;Zm00001eb255110;Zm00001eb255120;Zm00001eb255130;Zm00001eb255140;Zm00001eb255150;Zm00001eb255160;Zm00001eb255170;Zm00001eb255180;Zm00001eb255190;Zm00001eb255200;Zm00001eb255210;Zm00001eb255230;Zm00001eb255240;Zm00001eb255250;Zm00001eb255260;Zm00001eb255270;Zm00001eb255290;Zm00001eb255300;Zm00001eb255310;Zm00001eb255320;Zm00001eb255330;Zm00001eb255340,Zm00001eb254880;Zm00001eb254890;Zm00001eb254900;Zm00001eb254910;Zm00001eb254920;Zm00001eb254930;Zm00001eb254940;Zm00001eb254950;Zm00001eb254960;Zm00001eb254990;Zm00001eb255000;Zm00001eb255020;Zm00001eb255040;Zm00001eb255050;Zm00001eb255060;Zm00001eb255070;Zm00001eb255080;Zm00001eb255090;Zm00001eb255100;Zm00001eb255110;Zm00001eb255120;Zm00001eb255130;Zm00001eb255140;Zm00001eb255150;Zm00001eb255160;Zm00001eb255170;Zm00001eb255180;Zm00001eb255190;Zm00001eb255200;Zm00001eb255210;Zm00001eb255230;Zm00001eb255240;Zm00001eb255250;Zm00001eb255260;Zm00001eb255270;Zm00001eb255290;Zm00001eb255300;Zm00001eb255310;Zm00001eb255320;Zm00001eb255330;Zm00001eb255340,protein_coding,8408,16281,14372,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,219,216750001,217750000,217250000,0.06910317767695187,2.584717758382892,2.055526165225216,-0.5291915931576758,0.3015337552476843,0.27463102171871867,0.9107803585476946,-0.13482491554653545,No,No,No,No,25,Zm00001eb255360;Zm00001eb255370;Zm00001eb255380;Zm00001eb255390;Zm00001eb255400;Zm00001eb255410;Zm00001eb255430;Zm00001eb255450;Zm00001eb255460;Zm00001eb255470;Zm00001eb255480;Zm00001eb255490;Zm00001eb255510;Zm00001eb255520;Zm00001eb255530;Zm00001eb255540;Zm00001eb255550;Zm00001eb255560;Zm00001eb255570;Zm00001eb255580;Zm00001eb255590;Zm00001eb255600;Zm00001eb255610;Zm00001eb255620;Zm00001eb255630,Zm00001eb255360;Zm00001eb255370;Zm00001eb255380;Zm00001eb255390;Zm00001eb255400;Zm00001eb255410;Zm00001eb255430;Zm00001eb255450;Zm00001eb255460;Zm00001eb255470;Zm00001eb255480;Zm00001eb255490;Zm00001eb255510;Zm00001eb255520;Zm00001eb255530;Zm00001eb255540;Zm00001eb255550;Zm00001eb255560;Zm00001eb255570;Zm00001eb255580;Zm00001eb255590;Zm00001eb255600;Zm00001eb255610;Zm00001eb255620;Zm00001eb255630,protein_coding,6065,12144,12583,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,220,217750001,219750000,218750000,0.0978470117857402,2.912934174642484,2.5936687688127793,-0.31926540582970464,0.3209245926366236,0.29708018220834437,0.9257008936822808,-0.11138198013680985,No,No,No,No,80,Zm00001eb255640;Zm00001eb255650;Zm00001eb255670;Zm00001eb255680;Zm00001eb255690;Zm00001eb255700;Zm00001eb255710;Zm00001eb255720;Zm00001eb255730;Zm00001eb255740;Zm00001eb255750;Zm00001eb255760;Zm00001eb255780;Zm00001eb255810;Zm00001eb255830;Zm00001eb255840;Zm00001eb255850;Zm00001eb255860;Zm00001eb255870;Zm00001eb255880;Zm00001eb255890;Zm00001eb255900;Zm00001eb255910;Zm00001eb255920;Zm00001eb255930;Zm00001eb255940;Zm00001eb255950;Zm00001eb255960;Zm00001eb255970;Zm00001eb255980;Zm00001eb255990;Zm00001eb256000;Zm00001eb256010;Zm00001eb256020;Zm00001eb256030;Zm00001eb256040;Zm00001eb256050;Zm00001eb256060;Zm00001eb256070;Zm00001eb256080;Zm00001eb256090;Zm00001eb256100;Zm00001eb256110;Zm00001eb256120;Zm00001eb256130;Zm00001eb256140;Zm00001eb256150;Zm00001eb256160;Zm00001eb256170;Zm00001eb256180;Zm00001eb256190;Zm00001eb256210;Zm00001eb256220;Zm00001eb256230;Zm00001eb256240;Zm00001eb256250;Zm00001eb256260;Zm00001eb256270;Zm00001eb256280;Zm00001eb256290;Zm00001eb256300;Zm00001eb256310;Zm00001eb256330;Zm00001eb256340;Zm00001eb256350;Zm00001eb256360;Zm00001eb256370;Zm00001eb256380;Zm00001eb256390;Zm00001eb256400;Zm00001eb256410;Zm00001eb256420;Zm00001eb256430;Zm00001eb256450;Zm00001eb256460;Zm00001eb256470;Zm00001eb256480;Zm00001eb256490;Zm00001eb256500;Zm00001eb256510,Zm00001eb255640;Zm00001eb255650;Zm00001eb255670;Zm00001eb255680;Zm00001eb255690;Zm00001eb255700;Zm00001eb255710;Zm00001eb255720;Zm00001eb255730;Zm00001eb255740;Zm00001eb255750;Zm00001eb255760;Zm00001eb255780;Zm00001eb255810;Zm00001eb255830;Zm00001eb255840;Zm00001eb255850;Zm00001eb255860;Zm00001eb255870;Zm00001eb255880;Zm00001eb255890;Zm00001eb255900;Zm00001eb255910;Zm00001eb255920;Zm00001eb255930;Zm00001eb255940;Zm00001eb255950;Zm00001eb255960;Zm00001eb255970;Zm00001eb255980;Zm00001eb255990;Zm00001eb256000;Zm00001eb256010;Zm00001eb256020;Zm00001eb256030;Zm00001eb256040;Zm00001eb256050;Zm00001eb256060;Zm00001eb256070;Zm00001eb256080;Zm00001eb256090;Zm00001eb256100;Zm00001eb256110;Zm00001eb256120;Zm00001eb256130;Zm00001eb256140;Zm00001eb256150;Zm00001eb256160;Zm00001eb256170;Zm00001eb256180;Zm00001eb256190;Zm00001eb256210;Zm00001eb256220;Zm00001eb256230;Zm00001eb256240;Zm00001eb256250;Zm00001eb256260;Zm00001eb256270;Zm00001eb256280;Zm00001eb256290;Zm00001eb256300;Zm00001eb256310;Zm00001eb256330;Zm00001eb256340;Zm00001eb256350;Zm00001eb256360;Zm00001eb256370;Zm00001eb256380;Zm00001eb256390;Zm00001eb256400;Zm00001eb256410;Zm00001eb256420;Zm00001eb256430;Zm00001eb256450;Zm00001eb256460;Zm00001eb256470;Zm00001eb256480;Zm00001eb256490;Zm00001eb256500;Zm00001eb256510,protein_coding,14586,29648,26556,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,221,219750001,220750000,220250000,0.09131187213904755,2.7780242094746797,1.873471803880523,-0.9045524055941567,0.31190047892968115,0.2556969918176142,0.8198031394342995,-0.286650580106641,No,No,No,No,57,Zm00001eb256520;Zm00001eb256530;Zm00001eb256540;Zm00001eb256550;Zm00001eb256560;Zm00001eb256570;Zm00001eb256600;Zm00001eb256610;Zm00001eb256620;Zm00001eb256630;Zm00001eb256640;Zm00001eb256650;Zm00001eb256660;Zm00001eb256690;Zm00001eb256700;Zm00001eb256720;Zm00001eb256730;Zm00001eb256740;Zm00001eb256750;Zm00001eb256760;Zm00001eb256770;Zm00001eb256780;Zm00001eb256800;Zm00001eb256810;Zm00001eb256820;Zm00001eb256840;Zm00001eb256850;Zm00001eb256860;Zm00001eb256870;Zm00001eb256880;Zm00001eb256890;Zm00001eb256900;Zm00001eb256910;Zm00001eb256920;Zm00001eb256940;Zm00001eb256950;Zm00001eb256960;Zm00001eb256970;Zm00001eb256980;Zm00001eb256990;Zm00001eb257000;Zm00001eb257010;Zm00001eb257020;Zm00001eb257030;Zm00001eb257040;Zm00001eb257050;Zm00001eb257060;Zm00001eb257070;Zm00001eb257080;Zm00001eb257100;Zm00001eb257110;Zm00001eb257120;Zm00001eb257130;Zm00001eb257140;Zm00001eb257150;Zm00001eb257160;Zm00001eb257170,Zm00001eb256520;Zm00001eb256530;Zm00001eb256540;Zm00001eb256550;Zm00001eb256560;Zm00001eb256570;Zm00001eb256600;Zm00001eb256610;Zm00001eb256620;Zm00001eb256630;Zm00001eb256640;Zm00001eb256650;Zm00001eb256660;Zm00001eb256690;Zm00001eb256700;Zm00001eb256720;Zm00001eb256730;Zm00001eb256740;Zm00001eb256750;Zm00001eb256760;Zm00001eb256770;Zm00001eb256780;Zm00001eb256800;Zm00001eb256810;Zm00001eb256820;Zm00001eb256840;Zm00001eb256850;Zm00001eb256860;Zm00001eb256870;Zm00001eb256880;Zm00001eb256890;Zm00001eb256900;Zm00001eb256910;Zm00001eb256920;Zm00001eb256940;Zm00001eb256950;Zm00001eb256960;Zm00001eb256970;Zm00001eb256980;Zm00001eb256990;Zm00001eb257000;Zm00001eb257010;Zm00001eb257020;Zm00001eb257030;Zm00001eb257040;Zm00001eb257050;Zm00001eb257060;Zm00001eb257070;Zm00001eb257080;Zm00001eb257100;Zm00001eb257110;Zm00001eb257120;Zm00001eb257130;Zm00001eb257140;Zm00001eb257150;Zm00001eb257160;Zm00001eb257170,protein_coding,5200,15959,10328,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,222,220750001,222250000,221500000,0.09327159623515811,3.005338641686402,2.1761027564700504,-0.8292358852163515,0.3181866789930218,0.26336039142571904,0.8276914428321962,-0.2728350528397313,No,No,No,No,65,Zm00001eb257170;Zm00001eb257180;Zm00001eb257190;Zm00001eb257200;Zm00001eb257210;Zm00001eb257220;Zm00001eb257230;Zm00001eb257240;Zm00001eb257250;Zm00001eb257270;Zm00001eb257280;Zm00001eb257290;Zm00001eb257300;Zm00001eb257310;Zm00001eb257320;Zm00001eb257330;Zm00001eb257350;Zm00001eb257360;Zm00001eb257370;Zm00001eb257380;Zm00001eb257390;Zm00001eb257400;Zm00001eb257410;Zm00001eb257420;Zm00001eb257430;Zm00001eb257440;Zm00001eb257450;Zm00001eb257480;Zm00001eb257490;Zm00001eb257500;Zm00001eb257510;Zm00001eb257520;Zm00001eb257530;Zm00001eb257550;Zm00001eb257560;Zm00001eb257570;Zm00001eb257580;Zm00001eb257590;Zm00001eb257600;Zm00001eb257610;Zm00001eb257620;Zm00001eb257630;Zm00001eb257640;Zm00001eb257650;Zm00001eb257660;Zm00001eb257670;Zm00001eb257680;Zm00001eb257690;Zm00001eb257720;Zm00001eb257730;Zm00001eb257740;Zm00001eb257750;Zm00001eb257760;Zm00001eb257770;Zm00001eb257780;Zm00001eb257800;Zm00001eb257810;Zm00001eb257820;Zm00001eb257830;Zm00001eb257840;Zm00001eb257850;Zm00001eb257860;Zm00001eb257870;Zm00001eb257880;Zm00001eb257890,Zm00001eb257170;Zm00001eb257180;Zm00001eb257190;Zm00001eb257200;Zm00001eb257210;Zm00001eb257220;Zm00001eb257230;Zm00001eb257240;Zm00001eb257250;Zm00001eb257270;Zm00001eb257280;Zm00001eb257290;Zm00001eb257300;Zm00001eb257310;Zm00001eb257320;Zm00001eb257330;Zm00001eb257350;Zm00001eb257360;Zm00001eb257370;Zm00001eb257380;Zm00001eb257390;Zm00001eb257400;Zm00001eb257410;Zm00001eb257420;Zm00001eb257430;Zm00001eb257440;Zm00001eb257450;Zm00001eb257480;Zm00001eb257490;Zm00001eb257500;Zm00001eb257510;Zm00001eb257520;Zm00001eb257530;Zm00001eb257550;Zm00001eb257560;Zm00001eb257570;Zm00001eb257580;Zm00001eb257590;Zm00001eb257600;Zm00001eb257610;Zm00001eb257620;Zm00001eb257630;Zm00001eb257640;Zm00001eb257650;Zm00001eb257660;Zm00001eb257670;Zm00001eb257680;Zm00001eb257690;Zm00001eb257720;Zm00001eb257730;Zm00001eb257740;Zm00001eb257750;Zm00001eb257760;Zm00001eb257770;Zm00001eb257780;Zm00001eb257800;Zm00001eb257810;Zm00001eb257820;Zm00001eb257830;Zm00001eb257840;Zm00001eb257850;Zm00001eb257860;Zm00001eb257870;Zm00001eb257880;Zm00001eb257890,protein_coding,6950,20993,14003,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,223,222250001,223250000,222750000,0.14181347958761606,2.593133892160195,2.517770803737231,-0.07536308842296391,0.29736494881588443,0.28410105099796723,0.9553952210213934,-0.06583043455921797,No,No,No,No,43,Zm00001eb257900;Zm00001eb257910;Zm00001eb257920;Zm00001eb257930;Zm00001eb257940;Zm00001eb257950;Zm00001eb257960;Zm00001eb257970;Zm00001eb257980;Zm00001eb257990;Zm00001eb258000;Zm00001eb258010;Zm00001eb258020;Zm00001eb258040;Zm00001eb258050;Zm00001eb258070;Zm00001eb258080;Zm00001eb258090;Zm00001eb258100;Zm00001eb258110;Zm00001eb258120;Zm00001eb258130;Zm00001eb258150;Zm00001eb258160;Zm00001eb258170;Zm00001eb258180;Zm00001eb258190;Zm00001eb258200;Zm00001eb258210;Zm00001eb258220;Zm00001eb258230;Zm00001eb258240;Zm00001eb258250;Zm00001eb258260;Zm00001eb258270;Zm00001eb258280;Zm00001eb258290;Zm00001eb258310;Zm00001eb258320;Zm00001eb258330;Zm00001eb258350;Zm00001eb258360;Zm00001eb258370,Zm00001eb257900;Zm00001eb257910;Zm00001eb257920;Zm00001eb257930;Zm00001eb257940;Zm00001eb257950;Zm00001eb257960;Zm00001eb257970;Zm00001eb257980;Zm00001eb257990;Zm00001eb258000;Zm00001eb258010;Zm00001eb258020;Zm00001eb258040;Zm00001eb258050;Zm00001eb258070;Zm00001eb258080;Zm00001eb258090;Zm00001eb258100;Zm00001eb258110;Zm00001eb258120;Zm00001eb258130;Zm00001eb258150;Zm00001eb258160;Zm00001eb258170;Zm00001eb258180;Zm00001eb258190;Zm00001eb258200;Zm00001eb258210;Zm00001eb258220;Zm00001eb258230;Zm00001eb258240;Zm00001eb258250;Zm00001eb258260;Zm00001eb258270;Zm00001eb258280;Zm00001eb258290;Zm00001eb258310;Zm00001eb258320;Zm00001eb258330;Zm00001eb258350;Zm00001eb258360;Zm00001eb258370,protein_coding,5712,13470,10962,NA,NA,NA,NA,192,192
Indian Chief,IC01_vs_IC14,raw,chr5,5,NC_050100.1,224,223250001,223750000,223500000,0.09592641114783226,2.4112019272005254,2.2903383133501043,-0.1208636138504211,0.29227727002069037,0.2813288264973694,0.9625408998703665,-0.05508025051817166,No,No,No,No,26,Zm00001eb258380;Zm00001eb258390;Zm00001eb258400;Zm00001eb258410;Zm00001eb258420;Zm00001eb258430;Zm00001eb258440;Zm00001eb258450;Zm00001eb258460;Zm00001eb258470;Zm00001eb258480;Zm00001eb258500;Zm00001eb258510;Zm00001eb258520;Zm00001eb258540;Zm00001eb258550;Zm00001eb258560;Zm00001eb258570;Zm00001eb258580;Zm00001eb258590;Zm00001eb258600;Zm00001eb258610;Zm00001eb258630;Zm00001eb258640;Zm00001eb258660;Zm00001eb258670,Zm00001eb258380;Zm00001eb258390;Zm00001eb258400;Zm00001eb258410;Zm00001eb258420;Zm00001eb258430;Zm00001eb258440;Zm00001eb258450;Zm00001eb258460;Zm00001eb258470;Zm00001eb258480;Zm00001eb258500;Zm00001eb258510;Zm00001eb258520;Zm00001eb258540;Zm00001eb258550;Zm00001eb258560;Zm00001eb258570;Zm00001eb258580;Zm00001eb258590;Zm00001eb258600;Zm00001eb258610;Zm00001eb258630;Zm00001eb258640;Zm00001eb258660;Zm00001eb258670,protein_coding,4135,8857,7325,NA,NA,NA,NA,192,192
